AARS2	C0035204	Respiratory disorder
AARS2	C0220981	Metabolic acidosis
AARS2	C0231796	Respiratory abnormalities
AARS2	C0232466	Feeding difficulties
AARS2	C0235031	Neurological symptom
AARS2	C0424605	Developmental delay
AARS2	C0426980	Motor symptom
AARS2	C0476237	Metabolic symptoms
AARS2	C0521654	Motor deficit
AARS2	C0557874	Global developmental delay
AARS2	C0747102	Ovarian failure
AARS2	C0751378	Neurologic sign
AARS2	C1145670	Respiratory failure
AARS2	C1579064	Weakness symptoms
AARS2	C2045691	Character deficiency
AARS2	C2267233	Hypotonia neonatal
AASS	C0004134	Ataxia
AASS	C0026827	Hypotonia
AASS	C0231170	Disability
AASS	C0235031	Neurological symptom
AASS	C0424605	Developmental delay
AASS	C0476237	Metabolic symptoms
AASS	C0751378	Neurologic sign
ABAT	C0013384	Dyskinesia
ABAT	C0026650	Movement disorder
ABAT	C0026826	Hypertonia
ABAT	C0026827	Hypotonia
ABAT	C0085584	Encephalopathy
ABAT	C0231170	Disability
ABAT	C0235031	Neurological symptom
ABAT	C0424605	Developmental delay
ABAT	C0851647	Muscle tone disorder
ABCA12	C0009450	Infection
ABCA12	C0009918	Joint contracture
ABCA12	C0011175	Dehydration
ABCA12	C0013592	Ectropion
ABCA12	C0015403	Eye infection
ABCA12	C0020757	Ichthyosis
ABCA12	C0037278	Skin infection
ABCA12	C0041834	Erythema
ABCA12	C0151908	Dry skin
ABCA12	C0159028	General symptom
ABCA12	C0221245	Skin fissures
ABCA12	C0240444	Nail thickening
ABCA12	C0241165	Skin thickening
ABCA12	C0314719	Dry eye
ABCA12	C0342579	Electrolyte imbalance
ABCA12	C0476273	Respiratory distress
ABCA12	C0497274	Joint symptom
ABCA12	C0549322	Eyelid infection
ABCA12	C0699744	Ear infection
ABCA12	C0847550	Nose red
ABCA12	C0870082	Hyperkeratosis
ABCA12	C1397014	Imbalance
ABCA12	C2010778	Generalized dry skin
ABCA12	C2188185	One eye is red
ABCA1	C0018939	Blood disorder
ABCA1	C0019214	Hepatosplenomegaly
ABCA1	C0021308	Infarction
ABCA1	C0023895	Liver disorder
ABCA1	C0027051	Myocardial infarction
ABCA1	C0031117	Neuropathy peripheral
ABCA1	C0037997	Spleen disorder
ABCA1	C0162281	Corneal deposits
ABCA1	C0302314	Xanthoma
ABCA1	C0750402	Weakness peripheral
ABCA1	C0850760	Cardiovascular problem
ABCA1	C0877197	Lip numb
ABCA1	C0877487	Lip tingling
ABCA1	C1579064	Weakness symptoms
ABCA1	C1956346	Coronary artery disease
ABCA1	C1971702	Numbness
ABCA1	C2242996	Tingling
ABCA1	C4068789	Numbness and tingling
ABCA2	C0004134	Ataxia
ABCA2	C0009241	Cognitive disorder
ABCA2	C0015544	Failure to thrive
ABCA2	C0023186	Learning disorder
ABCA2	C0037822	Speech disorder
ABCA2	C0231170	Disability
ABCA2	C0349588	Stature short
ABCA2	C0426980	Motor symptom
ABCA2	C0575090	Balance disorder
ABCA2	C0751265	Learning disability
ABCA2	C0814161	Impaired motor coordination
ABCA2	C2830460	Short stature
ABCA3	C0010200	Cough
ABCA3	C0010201	Cough chronic
ABCA3	C0010520	Cyanosis
ABCA3	C0206062	Interstitial lung disease
ABCA3	C0235777	Neonatal cyanosis
ABCA3	C0424805	Breath symptom
ABCA3	C0476273	Respiratory distress
ABCA3	C0562483	Cough persistent
ABCA3	C0586750	Cough exercise
ABCA3	C1145670	Respiratory failure
ABCA3	C1536477	Inadequate
ABCA3	C2079572	Persistent cyanosis
ABCA3	C2220033	New cough
ABCA3	C3826492	Cyanosis in children
ABCA3	C4084726	Distress cough
ABCA4	C0013447	Ear disorder
ABCA4	C0024437	Macular degeneration
ABCA4	C0028077	Night blindness
ABCA4	C0028738	Nystagmus
ABCA4	C0035304	Retinal degeneration
ABCA4	C0035333	Retinitis
ABCA4	C0036454	Scotoma
ABCA4	C0085636	Photophobia
ABCA4	C0155015	Red color blindness
ABCA4	C0159028	General symptom
ABCA4	C0235972	Retinal deposits
ABCA4	C0241681	Vision distortion
ABCA4	C0242656	Disease progression
ABCA4	C0271185	Metamorphopsia
ABCA4	C0333641	Atrophy
ABCA4	C0456909	Blindness
ABCA4	C0585566	Nystagmus signs
ABCA4	C2937228	Tunnel vision
ABCA4	C3665347	Visual impairment
ABCA4	C3665386	Abnormal vision
ABCA5	C0017563	Gingival disorder
ABCA5	C0017566	Gingival hyperplasia
ABCA5	C0018500	Hair disorder
ABCA5	C0020507	Hyperplasia
ABCA5	C0020555	Hypertrichosis
ABCA5	C0159028	General symptom
ABCA7	C0085632	Apathy
ABCA7	C0233794	Memory impairment
ABCA7	C0240735	Personality change
ABCA7	C0242656	Disease progression
ABCA7	C0424296	Disinhibition
ABCA7	C2232697	Mood symptoms
ABCB11	C0000737	Abdominal pain
ABCB11	C0008370	Cholestasis
ABCB11	C0015672	Fatigue
ABCB11	C0016059	Fibrosis
ABCB11	C0019209	Hepatomegaly
ABCB11	C0022281	Eye pruritus
ABCB11	C0022346	Jaundice
ABCB11	C0024523	Malabsorption
ABCB11	C0024528	Fatigue malaise
ABCB11	C0030193	Pain
ABCB11	C0033774	Pruritus
ABCB11	C0151686	Growth retardation
ABCB11	C0151827	Eye pain
ABCB11	C0231218	Malaise
ABCB11	C0232487	Abdominal discomfort
ABCB11	C0234215	Discomfort
ABCB11	C0241136	Pain of skin
ABCB11	C0263008	Skin fibrosis
ABCB11	C0426396	Dark urine
ABCB11	C0497366	Change skin color
ABCB11	C0518088	Reported pain
ABCB11	C0558148	Yellow skin
ABCB11	C0740651	Abdominal symptom
ABCB11	C0863084	Skin discomfort
ABCB11	C2045676	Change in stool color
ABCB11	C4060792	Itching
ABCB1	C0000737	Abdominal pain
ABCB1	C0003864	Arthritis
ABCB1	C0008031	Chest pain
ABCB1	C0009319	Colitis
ABCB1	C0009324	Colitis ulcerative
ABCB1	C0015230	Rash
ABCB1	C0015672	Fatigue
ABCB1	C0021368	Inflammation
ABCB1	C0021390	Inflammatory bowel disease
ABCB1	C0026821	Cramp
ABCB1	C0030193	Pain
ABCB1	C0031046	Pericarditis
ABCB1	C0031154	Peritonitis
ABCB1	C0036749	Serositis
ABCB1	C0037299	Skin ulcer
ABCB1	C0041582	Ulcer
ABCB1	C0150908	Weight loss
ABCB1	C0151827	Eye pain
ABCB1	C0159028	General symptom
ABCB1	C0234251	Inflammatory pain
ABCB1	C0241136	Pain of skin
ABCB1	C0424755	Fever symptoms
ABCB1	C0497274	Joint symptom
ABCB1	C0740651	Abdominal symptom
ABCB1	C0848383	Eye ulcer
ABCB1	C0877617	Bowel cramp
ABCB1	C0947873	Diarrhea
ABCB1	C1540724	fever
ABCB1	C2984058	Have pain
ABCB1	C3641756	Have diarrhea
ABCB1	C3714772	Fever recurrent
ABCB1	C4084776	Weight loss
ABCB4	C0000727	Acute abdomen
ABCB4	C0008325	Cholecystitis
ABCB4	C0008370	Cholestasis
ABCB4	C0013395	Dyspepsia
ABCB4	C0013456	Ear pain
ABCB4	C0019209	Hepatomegaly
ABCB4	C0019214	Hepatosplenomegaly
ABCB4	C0020538	Hypertension
ABCB4	C0020541	Portal hypertension
ABCB4	C0022281	Eye pruritus
ABCB4	C0022346	Jaundice
ABCB4	C0022354	Jaundice cholestatic
ABCB4	C0024523	Malabsorption
ABCB4	C0027497	Nausea
ABCB4	C0027498	Nausea vomiting
ABCB4	C0030193	Pain
ABCB4	C0032961	Pregnancy
ABCB4	C0033774	Pruritus
ABCB4	C0038002	Splenomegaly
ABCB4	C0042963	Vomiting
ABCB4	C0042965	Vomit
ABCB4	C0085694	Cholecystitis chronic
ABCB4	C0149520	Cholecystitis acute
ABCB4	C0150055	Pain chronic
ABCB4	C0151827	Eye pain
ABCB4	C0184567	Pain acute
ABCB4	C0232597	Acute vomiting
ABCB4	C0232598	Vomit chronic
ABCB4	C0234215	Discomfort
ABCB4	C0234251	Inflammatory pain
ABCB4	C0234255	Night pain
ABCB4	C0241136	Pain of skin
ABCB4	C0267792	Hepatobiliary disease
ABCB4	C0278140	Pain severe
ABCB4	C0424755	Fever symptoms
ABCB4	C0426633	Indigestion symptoms
ABCB4	C0518088	Reported pain
ABCB4	C0558148	Yellow skin
ABCB4	C0740577	Abdomen pain acute
ABCB4	C0746779	Nausea chronic
ABCB4	C0746784	Nausea recurrent
ABCB4	C0747927	Pregnancy signs
ABCB4	C0750325	Vomit recurrent
ABCB4	C0849907	Ear pruritus
ABCB4	C0863084	Skin discomfort
ABCB4	C0948296	Ear discomfort
ABCB4	C1142237	Hepatobiliary pain
ABCB4	C1535964	Cholestatic pruritus
ABCB4	C1540724	fever
ABCB4	C2108390	Itching of soles
ABCB4	C2201627	Eye pain right
ABCB4	C2737161	Pain or discomfort
ABCB4	C3714772	Fever recurrent
ABCB4	C4060792	Itching
ABCB6	C0002418	Amblyopia
ABCB6	C0038379	Strabismus
ABCB6	C0274435	Transfusion reaction
ABCB6	C0332573	Macule
ABCB6	C3665347	Visual impairment
ABCB6	C3665386	Abnormal vision
ABCB7	C0004134	Ataxia
ABCB7	C0013362	Dysarthria
ABCB7	C0015672	Fatigue
ABCB7	C0026650	Movement disorder
ABCB7	C0030232	Pallor
ABCB7	C0037822	Speech disorder
ABCB7	C0233844	Clumsiness
ABCB7	C0239549	Fat intolerance
ABCB7	C0751378	Neurologic sign
ABCC11	C0853204	No adverse effect
ABCC1	C0011053	Deafness
ABCC1	C0040264	Tinnitus
ABCC1	C3665473	Deafness bilateral
ABCC1	C3887873	Hearing loss
ABCC2	C0015397	Eye disorder
ABCC2	C0022346	Jaundice
ABCC2	C0023895	Liver disorder
ABCC2	C0037274	Skin disorder
ABCC2	C0558148	Yellow skin
ABCC2	C3665487	Yellow skin and eyes
ABCC6	C0018801	Cardiac failure
ABCC6	C0020538	Hypertension
ABCC6	C0021775	Intermittent claudication
ABCC6	C0038435	Stress
ABCC6	C0155616	Secondary hypertension
ABCC6	C0159028	General symptom
ABCC6	C0232466	Feeding difficulties
ABCC6	C0332563	Papule
ABCC6	C0342649	Vascular calcification
ABCC6	C0426576	Gastrointestinal symptom
ABCC6	C0476273	Respiratory distress
ABCC6	C0497131	Bleeding hemorrhage
ABCC6	C0521991	Stress symptom
ABCC6	C0549419	Skin fragility
ABCC6	C0558148	Yellow skin
ABCC6	C0741933	Cardiac symptom
ABCC6	C0920703	Gastrointestinal sign
ABCC6	C1145670	Respiratory failure
ABCC6	C1542197	Bleeding
ABCC8	C0009421	Coma
ABCC8	C0009450	Infection
ABCC8	C0011175	Dehydration
ABCC8	C0011849	Diabetes mellitus
ABCC8	C0015403	Eye infection
ABCC8	C0015544	Failure to thrive
ABCC8	C0015672	Fatigue
ABCC8	C0020175	Hunger
ABCC8	C0020459	Hyperinsulinism
ABCC8	C0022107	Irritability
ABCC8	C0023380	Lethargy
ABCC8	C0026827	Hypotonia
ABCC8	C0030232	Pallor
ABCC8	C0032584	Polyp
ABCC8	C0032617	Polyuria
ABCC8	C0039971	Thirst
ABCC8	C0085602	Polydipsia
ABCC8	C0151686	Growth retardation
ABCC8	C0151692	Impaired healing
ABCC8	C0159028	General symptom
ABCC8	C0232466	Feeding difficulties
ABCC8	C0233467	Inappropriate affect
ABCC8	C0235031	Neurological symptom
ABCC8	C0241379	Increased thirst
ABCC8	C0332544	Weight gain abnormal
ABCC8	C0342311	Neuroglycopenia
ABCC8	C0344232	Vision blurred
ABCC8	C0424605	Developmental delay
ABCC8	C0426590	Symptom thirst
ABCC8	C0455769	Energy increased
ABCC8	C0476237	Metabolic symptoms
ABCC8	C0576456	Poor feeding
ABCC8	C0595877	Blood glucose increased
ABCC8	C0699744	Ear infection
ABCC8	C0751378	Neurologic sign
ABCC8	C0848390	Excessive urination
ABCC8	C1571956	blurred vision
ABCC8	C2267233	Hypotonia neonatal
ABCC9	C0003811	Arrhythmia
ABCC9	C0004238	Atrial fibrillation
ABCC9	C0013274	Patent ductus arteriosus
ABCC9	C0013687	Effusion
ABCC9	C0015672	Fatigue
ABCC9	C0018800	Cardiomegaly
ABCC9	C0020555	Hypertrichosis
ABCC9	C0026827	Hypotonia
ABCC9	C0026848	Myopathy
ABCC9	C0030252	Palpitations
ABCC9	C0038999	Swelling
ABCC9	C0039070	Syncope
ABCC9	C0231170	Disability
ABCC9	C0232409	Hair growth abnormal
ABCC9	C0234215	Discomfort
ABCC9	C0235710	Chest discomfort
ABCC9	C0239549	Fat intolerance
ABCC9	C0347940	Chest swelling
ABCC9	C0424605	Developmental delay
ABCC9	C0424805	Breath symptom
ABCC9	C0424811	Leg swelling symptom
ABCC9	C0426980	Motor symptom
ABCC9	C0557874	Global developmental delay
ABCC9	C0741933	Cardiac symptom
ABCC9	C0877232	Peripheral swelling
ABCC9	C0878544	Cardiomyopathy
ABCC9	C1536390	Ankle swelling
ABCC9	C1579064	Weakness symptoms
ABCC9	C1737329	Dysmorphism
ABCC9	C1971670	Leg swelling
ABCC9	C2126115	Fainting with exercise
ABCD1	C0001623	Adrenal insufficiency
ABCD1	C0004941	Behavioral symptoms
ABCD1	C0009241	Cognitive disorder
ABCD1	C0013447	Ear disorder
ABCD1	C0015672	Fatigue
ABCD1	C0018939	Blood disorder
ABCD1	C0021167	Incontinence
ABCD1	C0023186	Learning disorder
ABCD1	C0037771	Paraparesis spastic
ABCD1	C0043094	Weight increased
ABCD1	C0150045	Urge incontinence
ABCD1	C0150908	Weight loss
ABCD1	C0162834	Skin hyperpigmentation
ABCD1	C0221166	Paraparesis
ABCD1	C0221170	Stiffness muscle
ABCD1	C0232841	Bladder dysfunction
ABCD1	C0234131	Motor dysfunction
ABCD1	C0235031	Neurological symptom
ABCD1	C0242979	Muscle fatigue
ABCD1	C0426980	Motor symptom
ABCD1	C0427008	Stiffness
ABCD1	C0427068	Legs weakness
ABCD1	C0497247	Blood pressure increased
ABCD1	C0497406	Over weight
ABCD1	C0549622	Sexual dysfunction
ABCD1	C0575081	Gait disturbance
ABCD1	C0575090	Balance disorder
ABCD1	C0741548	Bladder symptoms
ABCD1	C0744247	Gait change
ABCD1	C0848241	Problems weight
ABCD1	C0848769	Impairment skin
ABCD1	C1112443	Male sexual dysfunction
ABCD1	C1273573	unsteady gait
ABCD1	C1542746	Abnormal weight loss
ABCD1	C1579064	Weakness symptoms
ABCD1	C2220255	Motor disturbances
ABCD1	C3665347	Visual impairment
ABCD1	C4084776	Weight loss
ABCD3	C0015544	Failure to thrive
ABCD3	C0016059	Fibrosis
ABCD3	C0019209	Hepatomegaly
ABCD3	C0022346	Jaundice
ABCD3	C0022353	Jaundice neonatal
ABCD3	C0022354	Jaundice cholestatic
ABCD3	C0024523	Malabsorption
ABCD3	C0033774	Pruritus
ABCD3	C0038002	Splenomegaly
ABCD3	C0849907	Ear pruritus
ABCD3	C0920205	Neonatal hepatomegaly
ABCD3	C1535964	Cholestatic pruritus
ABCD3	C1542197	Bleeding
ABCD3	C4060792	Itching
ABCD4	C0001122	Acidosis
ABCD4	C0019880	Homocystinuria
ABCD4	C0026827	Hypotonia
ABCD4	C0220981	Metabolic acidosis
ABCD4	C0232466	Feeding difficulties
ABCD4	C0235031	Neurological symptom
ABCD4	C0424605	Developmental delay
ABCD4	C0476237	Metabolic symptoms
ABCD4	C0751378	Neurologic sign
ABCD4	C1397014	Imbalance
ABCG2	C0018099	Gout
ABCG2	C0274435	Transfusion reaction
ABCG2	C2945560	Hemolytic
ABCG5	C0038002	Splenomegaly
ABCG5	C0302314	Xanthoma
ABCG5	C0558148	Yellow skin
ABCG5	C0853595	Blood cholesterol abnormal
ABCG5	C2945560	Hemolytic
ABCG8	C0000727	Acute abdomen
ABCG8	C0003862	Arthralgia
ABCG8	C0003864	Arthritis
ABCG8	C0004604	Back pain
ABCG8	C0005818	Platelet disorder
ABCG8	C0007222	Cardiovascular disorder
ABCG8	C0008325	Cholecystitis
ABCG8	C0009450	Infection
ABCG8	C0013447	Ear disorder
ABCG8	C0015403	Eye infection
ABCG8	C0021368	Inflammation
ABCG8	C0022346	Jaundice
ABCG8	C0027497	Nausea
ABCG8	C0027498	Nausea vomiting
ABCG8	C0030193	Pain
ABCG8	C0037274	Skin disorder
ABCG8	C0037278	Skin infection
ABCG8	C0042963	Vomiting
ABCG8	C0042965	Vomit
ABCG8	C0085593	Chills
ABCG8	C0085694	Cholecystitis chronic
ABCG8	C0149520	Cholecystitis acute
ABCG8	C0151827	Eye pain
ABCG8	C0151936	Tendon disorder
ABCG8	C0184567	Pain acute
ABCG8	C0232493	Epigastric pain
ABCG8	C0232597	Acute vomiting
ABCG8	C0232598	Vomit chronic
ABCG8	C0234243	Central pain
ABCG8	C0241136	Pain of skin
ABCG8	C0302314	Xanthoma
ABCG8	C0423732	After pain
ABCG8	C0424755	Fever symptoms
ABCG8	C0558148	Yellow skin
ABCG8	C0740577	Abdomen pain acute
ABCG8	C0746779	Nausea chronic
ABCG8	C0856620	Shoulder pain
ABCG8	C1540724	fever
ABCG8	C2201627	Eye pain right
ABCG8	C2945560	Hemolytic
ABCG8	C3665487	Yellow skin and eyes
ABHD12	C0004134	Ataxia
ABHD12	C0015397	Eye disorder
ABHD12	C0035304	Retinal degeneration
ABHD12	C0035309	Retinal disorder
ABHD12	C0035333	Retinitis
ABHD12	C0086543	Cataract
ABHD12	C0152025	Polyneuropathy
ABHD12	C0575090	Balance disorder
ABHD12	C0743738	Eye weak
ABHD12	C0750402	Weakness peripheral
ABHD12	C1384666	Hearing impaired
ABHD12	C1536086	Eye numbness
ABHD12	C1579064	Weakness symptoms
ABHD12	C1971702	Numbness
ABHD12	C2242996	Tingling
ABHD12	C3887873	Hearing loss
ABHD16A	C0013362	Dysarthria
ABHD16A	C0030486	Paraplegia
ABHD16A	C0034933	Reflexes abnormal
ABHD16A	C0151889	Hyperreflexia
ABHD16A	C0151936	Tendon disorder
ABHD16A	C0234131	Motor dysfunction
ABHD16A	C0235031	Neurological symptom
ABHD16A	C0426359	Urinary sign
ABHD16A	C0426980	Motor symptom
ABHD16A	C0749870	Upper motor neuron sign
ABHD16A	C0751378	Neurologic sign
ABHD16A	C1579064	Weakness symptoms
ABHD16A	C3509787	Progressive limb weakness
ABHD5	C0004134	Ataxia
ABHD5	C0019209	Hepatomegaly
ABHD5	C0020757	Ichthyosis
ABHD5	C0026848	Myopathy
ABHD5	C0030193	Pain
ABHD5	C0041834	Erythema
ABHD5	C0086543	Cataract
ABHD5	C0086565	Hepatic function abnormal
ABHD5	C0149738	Neurological pain
ABHD5	C0151908	Dry skin
ABHD5	C0235031	Neurological symptom
ABHD5	C0241136	Pain of skin
ABHD5	C0424605	Developmental delay
ABHD5	C0518088	Reported pain
ABHD5	C0522067	Hepatic pain
ABHD5	C0750402	Weakness peripheral
ABHD5	C0751378	Neurologic sign
ABHD5	C0854146	Blood test abnormal
ABHD5	C1579064	Weakness symptoms
ABHD5	C2711227	Hepatic steatosis
ABHD5	C2984058	Have pain
ABHD5	C3887873	Hearing loss
ABL1	C0000737	Abdominal pain
ABL1	C0009450	Infection
ABL1	C0015672	Fatigue
ABL1	C0018799	Cardiac disorder
ABL1	C0018817	Atrial septal defect
ABL1	C0018818	Ventricular septal defect
ABL1	C0028081	Night sweats
ABL1	C0030193	Pain
ABL1	C0038002	Splenomegaly
ABL1	C0038990	Sweats
ABL1	C0043094	Weight increased
ABL1	C0150908	Weight loss
ABL1	C0151825	Bone pain
ABL1	C0159028	General symptom
ABL1	C0206762	Limb malformation
ABL1	C0232487	Abdominal discomfort
ABL1	C0234215	Discomfort
ABL1	C0234255	Night pain
ABL1	C0349588	Stature short
ABL1	C0424755	Fever symptoms
ABL1	C0497274	Joint symptom
ABL1	C0740651	Abdominal symptom
ABL1	C0848728	Joint weakness
ABL1	C0858924	General discomfort
ABL1	C0920154	Pain spleen
ABL1	C1112209	Abdominal infection
ABL1	C1540724	fever
ABL1	C1542197	Bleeding
ABL1	C1579064	Weakness symptoms
ABL1	C2830460	Short stature
ABL1	C4084776	Weight loss
ACACA	C0001122	Acidosis
ACACA	C0015544	Failure to thrive
ACACA	C0026827	Hypotonia
ACACA	C0220981	Metabolic acidosis
ACACA	C0232466	Feeding difficulties
ACACA	C0424605	Developmental delay
ACACA	C0476237	Metabolic symptoms
ACACA	C0557874	Global developmental delay
ACAD8	C0001122	Acidosis
ACAD8	C0026827	Hypotonia
ACAD8	C0220981	Metabolic acidosis
ACAD8	C0232466	Feeding difficulties
ACAD8	C0424605	Developmental delay
ACAD8	C0476237	Metabolic symptoms
ACAD8	C0878544	Cardiomyopathy
ACAD9	C0001122	Acidosis
ACAD9	C0001125	Lactic acidosis
ACAD9	C0001127	Respiratory acidosis
ACAD9	C0004134	Ataxia
ACAD9	C0018939	Blood disorder
ACAD9	C0025517	Metabolic disorder
ACAD9	C0026650	Movement disorder
ACAD9	C0026827	Hypotonia
ACAD9	C0026846	Muscle atrophy
ACAD9	C0029124	Optic atrophy
ACAD9	C0035204	Respiratory disorder
ACAD9	C0151786	Muscular weakness
ACAD9	C0220981	Metabolic acidosis
ACAD9	C0221505	Brain lesion
ACAD9	C0235031	Neurological symptom
ACAD9	C0333641	Atrophy
ACAD9	C0349410	Organ failure
ACAD9	C0424605	Developmental delay
ACAD9	C0476237	Metabolic symptoms
ACAD9	C0878544	Cardiomyopathy
ACAD9	C1145670	Respiratory failure
ACAD9	C1579064	Weakness symptoms
ACAD9	C2045691	Character deficiency
ACADM	C0009421	Coma
ACADM	C0011071	Sudden death
ACADM	C0015663	Fasting
ACADM	C0023380	Lethargy
ACADM	C0042963	Vomiting
ACADM	C0042965	Vomit
ACADM	C1306577	Death
ACADSB	C0001122	Acidosis
ACADSB	C0023380	Lethargy
ACADSB	C0038435	Stress
ACADSB	C0042963	Vomiting
ACADSB	C0042965	Vomit
ACADSB	C0220981	Metabolic acidosis
ACADSB	C0426980	Motor symptom
ACADSB	C0476237	Metabolic symptoms
ACADSB	C0521991	Stress symptom
ACADSB	C0576456	Poor feeding
ACADS	C0001122	Acidosis
ACADS	C0026827	Hypotonia
ACADS	C0038435	Stress
ACADS	C0220981	Metabolic acidosis
ACADS	C0232466	Feeding difficulties
ACADS	C0424605	Developmental delay
ACADS	C0476237	Metabolic symptoms
ACADS	C0521991	Stress symptom
ACADS	C0576456	Poor feeding
ACADVL	C0003811	Arrhythmia
ACADVL	C0015663	Fasting
ACADVL	C0026848	Myopathy
ACADVL	C0035410	Rhabdomyolysis
ACADVL	C0038435	Stress
ACADVL	C0239549	Fat intolerance
ACADVL	C0521991	Stress symptom
ACADVL	C0741933	Cardiac symptom
ACADVL	C0878544	Cardiomyopathy
ACADVL	C1579064	Weakness symptoms
ACAN	C0007859	Neck pain
ACAN	C0013336	Dwarfism
ACAN	C0013456	Ear pain
ACAN	C0029408	Osteoarthritis
ACAN	C0030193	Pain
ACAN	C0036439	Scoliosis
ACAN	C0151825	Bone pain
ACAN	C0233471	Flat affect
ACAN	C0241494	Trunk pain
ACAN	C0334044	Dysplasia
ACAN	C0349588	Stature short
ACAN	C0423673	Spine pain
ACAN	C0497274	Joint symptom
ACAN	C0518088	Reported pain
ACAN	C0949690	Spinal osteoarthritis
ACAN	C1536684	Pain in neck
ACAN	C2830460	Short stature
ACAN	C2984058	Have pain
ACAN	C3670824	Bone shaft pain
ACAT1	C0001122	Acidosis
ACAT1	C0006112	Metabolic encephalopathy
ACAT1	C0023380	Lethargy
ACAT1	C0026827	Hypotonia
ACAT1	C0042963	Vomiting
ACAT1	C0042965	Vomit
ACAT1	C0085584	Encephalopathy
ACAT1	C0220981	Metabolic acidosis
ACAT1	C0232466	Feeding difficulties
ACAT1	C0235031	Neurological symptom
ACAT1	C0424605	Developmental delay
ACAT1	C0476237	Metabolic symptoms
ACAT1	C2363747	Neurological decompensation
ACAT1	C3898969	Have been vomiting
ACBD5	C0004134	Ataxia
ACBD5	C0015397	Eye disorder
ACBD5	C0026827	Hypotonia
ACBD5	C0035309	Retinal disorder
ACBD5	C0233470	Affect constricted
ACBD5	C0424605	Developmental delay
ACBD5	C0426980	Motor symptom
ACBD5	C0521654	Motor deficit
ACBD5	C0751378	Neurologic sign
ACBD5	C3665386	Abnormal vision
ACD	C0005940	Bone disorder
ACD	C0016059	Fibrosis
ACD	C0023531	Leukoplakia
ACD	C0023532	Leukoplakia oral
ACD	C0023895	Liver disorder
ACD	C0026636	Oral disorder
ACD	C0030312	Pancytopenia
ACD	C0034069	Pulmonary fibrosis
ACD	C0037274	Skin disorder
ACD	C0037290	Pigmentation skin
ACD	C0040409	Tongue disorder
ACD	C0162834	Skin hyperpigmentation
ACD	C0221260	Nail dystrophy
ACD	C0263008	Skin fibrosis
ACD	C0349410	Organ failure
ACD	C0349588	Stature short
ACD	C0424605	Developmental delay
